cat,a_cat,a_value,a_label,a_segment,a_next_segment,a_s_order,a_next_order,a_direction,a_azimuth,a_length,a_stright,a_sinusoid,a_elev_min,a_elev_max,a_s_drop,a_gradient,a_out_direction,a_out_azimuth,a_out_length,a_out_drop,a_out_gradient,a_tangent_dir,a_tangent_azimuth,a_next_direction,a_next_azimuth,a_area,a_lat,a_lon,b_cat,b_value,b_label,area
2876,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2881,2,Coniferous forest,5619.278037
2877,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2875,1,Deciduous forest,5619.184163
2878,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2886,6,Water,213553.873424
2879,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2876,6,Water,5619.184164
2880,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2859,1,Deciduous forest,11238.274453
2881,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2866,2,Coniferous forest,11238.4622
2882,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2882,1,Deciduous forest,11238.556073
2883,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2884,4,Low Vegetation,5619.278037
2884,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2885,4,Low Vegetation,5619.278037
2885,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2887,4,Low Vegetation,11238.556073
2886,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2895,1,Deciduous forest,5619.371909
2887,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2888,4,Low Vegetation,5619.278037
2888,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2896,1,Deciduous forest,61814.405174
2889,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2857,4,Low Vegetation,56191.841631
2890,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2877,1,Deciduous forest,11238.4622
2891,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2889,6,Water,5619.278037
2892,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2892,2,Coniferous forest,5619.278037
2893,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2883,1,Deciduous forest,84292.080547
2894,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2894,1,Deciduous forest,11238.743817
2895,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2897,4,Low Vegetation,11238.837688
2896,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2898,1,Deciduous forest,5619.371909
2897,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2899,6,Water,5619.371908
2898,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2890,1,Deciduous forest,16858.021854
2899,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2902,4,Low Vegetation,11238.743817
2900,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2903,6,Water,44956.101706
2901,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2904,1,Deciduous forest,5619.371909
2902,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2905,2,Coniferous forest,5619.371909
2903,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2906,1,Deciduous forest,5619.465779
2904,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2922,4,Low Vegetation,5619.559649
2905,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2907,4,Low Vegetation,11238.931558
2906,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2893,5,Wetland,28097.235025
2907,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2910,2,Coniferous forest,11238.931558
2908,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2911,1,Deciduous forest,16858.491207
2909,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2912,2,Coniferous forest,50576.975511
2910,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2913,4,Low Vegetation,5619.465779
2911,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2929,4,Low Vegetation,39337.762351
2912,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2930,1,Deciduous forest,5619.559649
2913,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2914,1,Deciduous forest,5619.465779
2914,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2915,6,Water,5619.465779
2915,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2916,1,Deciduous forest,5619.465779
2916,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2900,1,Deciduous forest,11238.837688
2917,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2917,1,Deciduous forest,11238.931558
2918,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2918,1,Deciduous forest,5619.465779
2919,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2919,5,Wetland,5619.559649
2920,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2880,5,Wetland,56194.094563
2921,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2920,5,Wetland,5619.559649
2922,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2908,4,Low Vegetation,39336.729802
2923,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2939,1,Deciduous forest,73056.715985
2924,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2924,4,Low Vegetation,5619.559649
2925,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2941,1,Deciduous forest,5619.653517
2926,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2928,1,Deciduous forest,5619.559649
2927,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2931,4,Low Vegetation,5619.559649
2928,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2943,1,Deciduous forest,5619.653517
2929,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2934,6,Water,5619.559649
2930,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2935,4,Low Vegetation,5619.559649
2931,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2937,1,Deciduous forest,5619.559649
2932,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2921,4,Low Vegetation,16858.772814
2933,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2938,4,Low Vegetation,5619.653517
2934,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2946,1,Deciduous forest,16859.336017
2935,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2949,2,Coniferous forest,11239.494768
2936,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2923,1,Deciduous forest,44957.134266
2937,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2950,4,Low Vegetation,5619.747384
2938,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2940,4,Low Vegetation,5619.653517
2939,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2692,4,Low Vegetation,50577.163249
2940,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2925,5,Wetland,11239.213166
2941,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2926,1,Deciduous forest,16858.772814
2942,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2932,4,Low Vegetation,39337.668482
2943,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2944,4,Low Vegetation,5619.653517
2944,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2955,4,Low Vegetation,5619.747384
2945,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2956,6,Water,5619.747384
2946,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2945,5,Wetland,5619.747384
2947,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2947,4,Low Vegetation,5619.747384
2948,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2948,4,Low Vegetation,5619.747384
2949,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2960,1,Deciduous forest,5619.84125
2950,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2692,4,Low Vegetation,606982.558595
2951,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2909,6,Water,56196.15969
2952,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2951,5,Wetland,5619.747384
2953,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2942,1,Deciduous forest,22478.989534
2954,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2927,1,Deciduous forest,354062.482432
2955,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2967,1,Deciduous forest,28099.393977
2956,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2953,1,Deciduous forest,5619.747384
2957,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2954,6,Water,5619.747384
2958,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2957,1,Deciduous forest,16859.242152
2959,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2970,1,Deciduous forest,39339.63966
2960,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2891,6,Water,337191.225619
2961,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2958,1,Deciduous forest,11239.494768
2962,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2936,4,Low Vegetation,28098.173715
2963,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2959,1,Deciduous forest,16859.523749
2964,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2963,2,Coniferous forest,28099.393977
2965,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2952,2,Coniferous forest,22479.271133
2966,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2964,1,Deciduous forest,50579.603752
2967,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2965,1,Deciduous forest,5619.84125
2968,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2966,4,Low Vegetation,16859.711478
2969,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2968,1,Deciduous forest,5619.84125
2970,3,5,,3,9,6,13,145.612,145.612,37740.7,26720.5,1.41243,309,260,49,0.00129833,0,0,556.049,0,0,-57.2958,-57.2958,52.4314,232898940.214123,232898940.214123,-86.4079166666667,49.0995833333333,2969,1,Deciduous forest,5619.84125
2971,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2973,1,Deciduous forest,5619.935114
2972,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2974,1,Deciduous forest,5619.935114
2973,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2986,1,Deciduous forest,5620.028977
2974,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2961,1,Deciduous forest,33719.51682
2975,2,3,,2,3,3,6,162.897,162.897,1277.24,1229.04,1.03922,322,309,13,0.0101782,153.435,153.435,813.847,9,0.0110586,-57.2958,-57.2958,183.814,47788257.789643,47788257.789643,-86.64125,49.29375,2962,6,Water,22479.552728
2976,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2989,1,Deciduous forest,84301.936445
2977,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2976,4,Low Vegetation,5619.935114
2978,1,1,,1,3,1,6,193.725,13.7252,32438.7,20366.3,1.59276,332,309,23,0.00070903,227.291,47.2906,1390.07,1,0.000719386,-57.2958,-57.2958,183.814,223541155.877529,223541155.877529,-86.5579166666667,49.4120833333333,2992,4,Low Vegetation,16860.180795
